Home,Division,Shift date,Hour,Actual_Number,Day
Dishoom Shoreditch,Bartender,2022-07-22,20,6,Friday
Dishoom Shoreditch,Bartender,2022-07-22,21,6,Friday
Dishoom Shoreditch,Bartender,2022-07-22,22,6,Friday
Dishoom Shoreditch,Bartender,2022-07-22,23,6,Friday
Dishoom Shoreditch,Bartender,2022-07-22,24,5,Friday
Dishoom Shoreditch,Bartender,2022-07-23,8,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,9,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,10,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,11,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,12,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,13,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,14,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,15,10,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,16,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,17,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,18,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,19,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,20,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,21,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,22,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,23,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-23,24,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-28,7,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,8,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,9,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,10,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,11,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,12,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,13,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,14,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,15,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,16,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,17,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,18,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,19,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,20,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,21,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,22,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,23,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-28,24,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-29,7,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,8,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,9,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,10,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,11,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,12,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,13,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,14,6,Friday
Dishoom Shoreditch,Bartender,2022-07-29,15,9,Friday
Dishoom Shoreditch,Bartender,2022-07-29,16,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,17,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,18,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,19,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,20,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,21,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,22,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,23,5,Friday
Dishoom Shoreditch,Bartender,2022-07-29,24,5,Friday
Dishoom Shoreditch,Bartender,2022-07-30,8,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,9,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,10,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,11,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,12,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,13,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,14,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,15,10,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,16,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,17,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,18,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,19,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,20,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,21,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,22,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,23,7,Saturday
Dishoom Shoreditch,Bartender,2022-07-30,24,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-08,7,4,Friday
Dishoom Shoreditch,Bartender,2022-07-08,8,4,Friday
Dishoom Shoreditch,Bartender,2022-07-08,9,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,10,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,11,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,12,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,13,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,14,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,15,9,Friday
Dishoom Shoreditch,Bartender,2022-07-08,16,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,17,6,Friday
Dishoom Shoreditch,Bartender,2022-07-08,18,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,19,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,20,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,21,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,22,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,23,5,Friday
Dishoom Shoreditch,Bartender,2022-07-08,24,5,Friday
Dishoom Shoreditch,Bartender,2022-07-12,7,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,8,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,9,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,10,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,11,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,12,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,13,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,14,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,15,9,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,16,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,17,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,18,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,19,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,20,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,21,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,22,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,23,7,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,24,2,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,25,2,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,26,2,Tuesday
Dishoom Shoreditch,Bartender,2022-07-12,27,2,Tuesday
Dishoom Shoreditch,Bartender,2022-07-14,7,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,8,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,9,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,10,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,11,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,12,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,13,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,14,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,15,10,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,16,7,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,17,7,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,18,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,19,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,20,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,21,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,22,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,23,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-14,24,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-16,8,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,9,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,10,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,11,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,12,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,13,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,14,6,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,15,10,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,16,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,17,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,18,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,19,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,20,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,21,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,22,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,23,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,24,5,Saturday
Dishoom Shoreditch,Bartender,2022-07-16,25,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-17,8,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,9,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,10,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,11,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,12,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,13,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,14,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,15,10,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,16,7,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,17,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,18,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,19,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,20,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,21,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,22,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,23,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-17,24,1,Sunday
Dishoom Shoreditch,Bartender,2022-07-19,7,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,8,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,9,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,10,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,11,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,12,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,13,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,14,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,15,8,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,16,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,17,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,18,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,19,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,20,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,21,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,22,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-19,23,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,7,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,8,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,9,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,10,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,11,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,12,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,13,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,14,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,15,8,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,16,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,17,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,18,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,19,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,20,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,21,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,22,5,Tuesday
Dishoom Shoreditch,Bartender,2022-07-26,23,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-01,7,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,8,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,9,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,10,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,11,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,12,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,13,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,14,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,15,7,Friday
Dishoom Shoreditch,Bartender,2022-07-01,16,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,17,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,18,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,19,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,20,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,21,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,22,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,23,5,Friday
Dishoom Shoreditch,Bartender,2022-07-01,24,4,Friday
Dishoom Shoreditch,Bartender,2022-07-01,25,1,Friday
Dishoom Shoreditch,Bartender,2022-07-03,8,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,9,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,10,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,11,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,12,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,13,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,14,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,15,6,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,16,2,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,17,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,18,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,19,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,20,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,21,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,22,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,23,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-03,24,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-04,5,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,6,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,7,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,8,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,9,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,10,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,11,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,12,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,13,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,14,4,Monday
Dishoom Shoreditch,Bartender,2022-07-04,15,5,Monday
Dishoom Shoreditch,Bartender,2022-07-04,16,2,Monday
Dishoom Shoreditch,Bartender,2022-07-04,17,2,Monday
Dishoom Shoreditch,Bartender,2022-07-04,18,2,Monday
Dishoom Shoreditch,Bartender,2022-07-04,19,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,20,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,21,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,22,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,23,1,Monday
Dishoom Shoreditch,Bartender,2022-07-04,24,1,Monday
Dishoom Shoreditch,Bartender,2022-07-05,7,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,8,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,9,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,10,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,11,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,12,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,13,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,14,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,15,6,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,16,3,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,17,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,18,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,19,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,20,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,21,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,22,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-05,23,4,Tuesday
Dishoom Shoreditch,Bartender,2022-07-07,7,2,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,8,2,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,9,2,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,10,2,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,11,4,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,12,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,13,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,14,5,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,15,7,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,16,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,17,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,18,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,19,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,20,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,21,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,22,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,23,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-07,24,6,Thursday
Dishoom Shoreditch,Bartender,2022-07-10,8,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,9,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,10,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,11,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,12,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,13,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,14,4,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,15,7,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,16,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,17,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,18,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,19,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,20,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,21,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,22,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,23,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-10,24,3,Sunday
Dishoom Shoreditch,Bartender,2022-07-13,7,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,8,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,9,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,10,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,11,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,12,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,13,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,14,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,15,7,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,16,6,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,17,7,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,18,6,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,19,6,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,20,5,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,21,5,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,22,5,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,23,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-13,24,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-15,7,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,8,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,9,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,10,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,11,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,12,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,13,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,14,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,15,7,Friday
Dishoom Shoreditch,Bartender,2022-07-15,16,4,Friday
Dishoom Shoreditch,Bartender,2022-07-15,17,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,18,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,19,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,20,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,21,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,22,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,23,6,Friday
Dishoom Shoreditch,Bartender,2022-07-15,24,5,Friday
Dishoom Shoreditch,Bartender,2022-07-18,5,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,6,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,7,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,8,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,9,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,10,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,11,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,12,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,13,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,14,6,Monday
Dishoom Shoreditch,Bartender,2022-07-18,15,9,Monday
Dishoom Shoreditch,Bartender,2022-07-18,16,3,Monday
Dishoom Shoreditch,Bartender,2022-07-18,17,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,18,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,19,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,20,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,21,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,22,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,23,2,Monday
Dishoom Shoreditch,Bartender,2022-07-18,24,2,Monday
Dishoom Shoreditch,Bartender,2022-07-25,5,2,Monday
Dishoom Shoreditch,Bartender,2022-07-25,6,2,Monday
Dishoom Shoreditch,Bartender,2022-07-25,7,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,8,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,9,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,10,6,Monday
Dishoom Shoreditch,Bartender,2022-07-25,11,6,Monday
Dishoom Shoreditch,Bartender,2022-07-25,12,6,Monday
Dishoom Shoreditch,Bartender,2022-07-25,13,6,Monday
Dishoom Shoreditch,Bartender,2022-07-25,14,6,Monday
Dishoom Shoreditch,Bartender,2022-07-25,15,11,Monday
Dishoom Shoreditch,Bartender,2022-07-25,16,7,Monday
Dishoom Shoreditch,Bartender,2022-07-25,17,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,18,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,19,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,20,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,21,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,22,5,Monday
Dishoom Shoreditch,Bartender,2022-07-25,23,5,Monday
Dishoom Shoreditch,Bartender,2022-07-31,8,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,9,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,10,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,11,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,12,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,13,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,14,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,15,8,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,16,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,17,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,18,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,19,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,20,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,21,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,22,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-31,23,5,Sunday
Dishoom Shoreditch,Bartender,2022-07-02,8,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,9,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,10,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,11,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,12,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,13,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,14,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,15,4,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,16,2,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,17,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,18,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,19,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,20,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,21,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,22,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,23,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-02,24,3,Saturday
Dishoom Shoreditch,Bartender,2022-07-06,7,3,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,8,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,9,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,10,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,11,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,12,4,Wednesday
Dishoom Shoreditch,Bartender,2022-07-06,13,4,Wednesday
