Site Code,Date (DDMMYYYY),Department,Hour,Actual Hours '22,Budget Rota Hours,Labour Model Hours
D6,2022-08-23 00:00:00,Runners,7,1,1,
D6,2022-08-23 00:00:00,Servers,7,1,1,
D6,2022-08-23 00:00:00,Barback,8,,0,0
D6,2022-08-23 00:00:00,Bartender,8,2,2,1
D6,2022-08-23 00:00:00,Expo,8,1,1,1
D6,2022-08-23 00:00:00,Hosts,8,1,2,2
D6,2022-08-23 00:00:00,Runners,8,1,1,1
D6,2022-08-23 00:00:00,Servers,8,3,2,1
D6,2022-08-23 00:00:00,Barback,9,1,1,0
D6,2022-08-23 00:00:00,Bartender,9,2,2,2
D6,2022-08-23 00:00:00,Expo,9,1,1,1
D6,2022-08-23 00:00:00,Hosts,9,1,2,3
D6,2022-08-23 00:00:00,Runners,9,1,1,2
D6,2022-08-23 00:00:00,Servers,9,5,3,2
D6,2022-08-23 00:00:00,Barback,10,1,1,0
D6,2022-08-23 00:00:00,Bartender,10,2,2,2
D6,2022-08-23 00:00:00,Expo,10,1,1,1
D6,2022-08-23 00:00:00,Hosts,10,2,3,3
D6,2022-08-23 00:00:00,Runners,10,2,2,2
D6,2022-08-23 00:00:00,Servers,10,7,3,2
D6,2022-08-23 00:00:00,Barback,11,1,1,1
D6,2022-08-23 00:00:00,Bartender,11,1,2,2
D6,2022-08-23 00:00:00,Expo,11,1,1,1
D6,2022-08-23 00:00:00,Hosts,11,3,3,3
D6,2022-08-23 00:00:00,Runners,11,1,2,2
D6,2022-08-23 00:00:00,Servers,11,9,5,3
D6,2022-08-23 00:00:00,Barback,12,1,1,1
D6,2022-08-23 00:00:00,Bartender,12,2,2,2
D6,2022-08-23 00:00:00,Expo,12,1,1,1
D6,2022-08-23 00:00:00,Hosts,12,3,4,3
D6,2022-08-23 00:00:00,Runners,12,3,4,2
D6,2022-08-23 00:00:00,Servers,12,11,9,5
D6,2022-08-23 00:00:00,Barback,13,1,1,2
D6,2022-08-23 00:00:00,Bartender,13,2,2,3
D6,2022-08-23 00:00:00,Expo,13,1,1,1
D6,2022-08-23 00:00:00,Hosts,13,3,4,7
D6,2022-08-23 00:00:00,Runners,13,3,4,5
D6,2022-08-23 00:00:00,Servers,13,11,9,7
D6,2022-08-23 00:00:00,Barback,14,1,1,2
D6,2022-08-23 00:00:00,Bartender,14,2,2,3
D6,2022-08-23 00:00:00,Expo,14,1,1,1
D6,2022-08-23 00:00:00,Hosts,14,3,4,4
D6,2022-08-23 00:00:00,Runners,14,3,4,4
D6,2022-08-23 00:00:00,Servers,14,11,9,6
D6,2022-08-23 00:00:00,Barback,15,1,1,1
D6,2022-08-23 00:00:00,Bartender,15,2,2,2
D6,2022-08-23 00:00:00,Expo,15,1,1,1
D6,2022-08-23 00:00:00,Hosts,15,7,3,3
D6,2022-08-23 00:00:00,Runners,15,7,4,2
D6,2022-08-23 00:00:00,Servers,15,16,8,4
D6,2022-08-23 00:00:00,Barback,16,1,0,0
D6,2022-08-23 00:00:00,Bartender,16,2,2,2
D6,2022-08-23 00:00:00,Expo,16,1,1,1
D6,2022-08-23 00:00:00,Hosts,16,4,3,3
D6,2022-08-23 00:00:00,Runners,16,5,4,2
D6,2022-08-23 00:00:00,Servers,16,10,6,3
D6,2022-08-23 00:00:00,Barback,17,,2,1
D6,2022-08-23 00:00:00,Bartender,17,3,4,3
D6,2022-08-23 00:00:00,Expo,17,1,1,1
D6,2022-08-23 00:00:00,Hosts,17,6,5,4
D6,2022-08-23 00:00:00,Runners,17,3,3,4
D6,2022-08-23 00:00:00,Servers,17,7,10,6
D6,2022-08-23 00:00:00,Barback,18,,2,2
D6,2022-08-23 00:00:00,Bartender,18,3,5,4
D6,2022-08-23 00:00:00,Expo,18,2,2,2
D6,2022-08-23 00:00:00,Hosts,18,7,7,6
D6,2022-08-23 00:00:00,Runners,18,6,3,6
D6,2022-08-23 00:00:00,Servers,18,11,10,8
D6,2022-08-23 00:00:00,Barback,19,,2,2
D6,2022-08-23 00:00:00,Bartender,19,3,5,4
D6,2022-08-23 00:00:00,Expo,19,2,2,2
D6,2022-08-23 00:00:00,Hosts,19,6,7,8
D6,2022-08-23 00:00:00,Runners,19,6,3,6
D6,2022-08-23 00:00:00,Servers,19,11,10,11
D6,2022-08-23 00:00:00,Barback,20,,2,2
D6,2022-08-23 00:00:00,Bartender,20,3,5,4
D6,2022-08-23 00:00:00,Expo,20,2,2,2
D6,2022-08-23 00:00:00,Hosts,20,6,7,8
D6,2022-08-23 00:00:00,Runners,20,6,3,6
D6,2022-08-23 00:00:00,Servers,20,11,10,11
D6,2022-08-23 00:00:00,Barback,21,,2,2
D6,2022-08-23 00:00:00,Bartender,21,2,5,4
D6,2022-08-23 00:00:00,Expo,21,1,2,2
D6,2022-08-23 00:00:00,Hosts,21,5,7,6
D6,2022-08-23 00:00:00,Runners,21,5,3,6
D6,2022-08-23 00:00:00,Servers,21,10,10,8
D6,2022-08-23 00:00:00,Barback,22,,2,1
D6,2022-08-23 00:00:00,Bartender,22,3,4,3
D6,2022-08-23 00:00:00,Expo,22,2,1,1
D6,2022-08-23 00:00:00,Hosts,22,3,4,2
D6,2022-08-23 00:00:00,Runners,22,5,3,4
D6,2022-08-23 00:00:00,Servers,22,11,10,6
D6,2022-08-23 00:00:00,Barback,23,,2,
D6,2022-08-23 00:00:00,Bartender,23,3,4,
D6,2022-08-23 00:00:00,Expo,23,2,1,
D6,2022-08-23 00:00:00,Hosts,23,2,4,
D6,2022-08-23 00:00:00,Runners,23,2,3,
D6,2022-08-23 00:00:00,Servers,23,5,10,
D6,2022-08-24 00:00:00,Barback,7,,0,
D6,2022-08-24 00:00:00,Bartender,7,,2,
D6,2022-08-24 00:00:00,Expo,7,1,1,
D6,2022-08-24 00:00:00,Hosts,7,0,1,
D6,2022-08-24 00:00:00,Runners,7,1,1,
D6,2022-08-24 00:00:00,Servers,7,,1,
D6,2022-08-24 00:00:00,Barback,8,,0,0
D6,2022-08-24 00:00:00,Bartender,8,1,2,1
D6,2022-08-24 00:00:00,Expo,8,1,1,1
D6,2022-08-24 00:00:00,Hosts,8,0,2,2
D6,2022-08-24 00:00:00,Runners,8,2,1,1
D6,2022-08-24 00:00:00,Servers,8,1,2,1
D6,2022-08-24 00:00:00,Barback,9,1,1,0
D6,2022-08-24 00:00:00,Bartender,9,1,2,1
D6,2022-08-24 00:00:00,Expo,9,1,1,1
D6,2022-08-24 00:00:00,Hosts,9,0,2,2
D6,2022-08-24 00:00:00,Runners,9,2,1,1
D6,2022-08-24 00:00:00,Servers,9,2,3,1
D6,2022-08-24 00:00:00,Barback,10,1,1,0
D6,2022-08-24 00:00:00,Bartender,10,1,2,2
D6,2022-08-24 00:00:00,Expo,10,1,1,1
D6,2022-08-24 00:00:00,Hosts,10,1,3,3
D6,2022-08-24 00:00:00,Runners,10,3,2,2
D6,2022-08-24 00:00:00,Servers,10,4,4,2
D6,2022-08-24 00:00:00,Barback,11,1,1,1
D6,2022-08-24 00:00:00,Bartender,11,1,2,2
D6,2022-08-24 00:00:00,Expo,11,1,1,1
D6,2022-08-24 00:00:00,Hosts,11,2,3,3
D6,2022-08-24 00:00:00,Runners,11,2,2,2
D6,2022-08-24 00:00:00,Servers,11,5,5,2
D6,2022-08-24 00:00:00,Barback,12,1,1,1
D6,2022-08-24 00:00:00,Bartender,12,2,2,2
D6,2022-08-24 00:00:00,Expo,12,1,1,1
D6,2022-08-24 00:00:00,Hosts,12,2,4,3
D6,2022-08-24 00:00:00,Runners,12,3,4,2
D6,2022-08-24 00:00:00,Servers,12,8,9,5
D6,2022-08-24 00:00:00,Barback,13,1,1,2
D6,2022-08-24 00:00:00,Bartender,13,2,2,4
D6,2022-08-24 00:00:00,Expo,13,1,1,2
D6,2022-08-24 00:00:00,Hosts,13,5,4,6
D6,2022-08-24 00:00:00,Runners,13,4,4,6
D6,2022-08-24 00:00:00,Servers,13,8,9,9
D6,2022-08-24 00:00:00,Barback,14,1,1,1
D6,2022-08-24 00:00:00,Bartender,14,2,2,2
D6,2022-08-24 00:00:00,Expo,14,1,1,1
D6,2022-08-24 00:00:00,Hosts,14,5,4,3
D6,2022-08-24 00:00:00,Runners,14,4,4,2
D6,2022-08-24 00:00:00,Servers,14,8,9,5
D6,2022-08-24 00:00:00,Barback,15,1,1,0
D6,2022-08-24 00:00:00,Bartender,15,2,2,2
D6,2022-08-24 00:00:00,Expo,15,1,1,1
D6,2022-08-24 00:00:00,Hosts,15,5,4,3
D6,2022-08-24 00:00:00,Runners,15,4,4,2
D6,2022-08-24 00:00:00,Servers,15,9,8,4
D6,2022-08-24 00:00:00,Barback,16,,0,1
D6,2022-08-24 00:00:00,Bartender,16,2,2,2
D6,2022-08-24 00:00:00,Expo,16,1,1,1
D6,2022-08-24 00:00:00,Hosts,16,4,3,3
D6,2022-08-24 00:00:00,Runners,16,3,4,2
D6,2022-08-24 00:00:00,Servers,16,10,6,5
D6,2022-08-24 00:00:00,Barback,17,1,2,1
D6,2022-08-24 00:00:00,Bartender,17,2,4,3
D6,2022-08-24 00:00:00,Expo,17,2,1,1
D6,2022-08-24 00:00:00,Hosts,17,5,6,4
D6,2022-08-24 00:00:00,Runners,17,3,3,4
D6,2022-08-24 00:00:00,Servers,17,6,10,6
D6,2022-08-24 00:00:00,Barback,18,2,2,2
D6,2022-08-24 00:00:00,Bartender,18,3,5,4
D6,2022-08-24 00:00:00,Expo,18,2,2,2
D6,2022-08-24 00:00:00,Hosts,18,6,8,8
D6,2022-08-24 00:00:00,Runners,18,4,3,6
D6,2022-08-24 00:00:00,Servers,18,11,10,11
D6,2022-08-24 00:00:00,Barback,19,2,2,2
D6,2022-08-24 00:00:00,Bartender,19,3,5,4
D6,2022-08-24 00:00:00,Expo,19,2,2,2
D6,2022-08-24 00:00:00,Hosts,19,6,8,8
D6,2022-08-24 00:00:00,Runners,19,4,3,6
D6,2022-08-24 00:00:00,Servers,19,11,10,11
D6,2022-08-24 00:00:00,Barback,20,2,2,1
D6,2022-08-24 00:00:00,Bartender,20,3,5,3
D6,2022-08-24 00:00:00,Expo,20,2,2,1
D6,2022-08-24 00:00:00,Hosts,20,6,8,5
D6,2022-08-24 00:00:00,Runners,20,4,3,5
D6,2022-08-24 00:00:00,Servers,20,11,10,7
D6,2022-08-24 00:00:00,Barback,21,2,2,0
D6,2022-08-24 00:00:00,Bartender,21,2,5,2
D6,2022-08-24 00:00:00,Expo,21,2,2,1
D6,2022-08-24 00:00:00,Hosts,21,4,8,3
D6,2022-08-24 00:00:00,Runners,21,4,3,2
D6,2022-08-24 00:00:00,Servers,21,11,10,4
D6,2022-08-24 00:00:00,Barback,22,2,2,0
D6,2022-08-24 00:00:00,Bartender,22,2,4,1
D6,2022-08-24 00:00:00,Expo,22,1,2,1
D6,2022-08-24 00:00:00,Hosts,22,4,3,2
D6,2022-08-24 00:00:00,Runners,22,3,3,1
D6,2022-08-24 00:00:00,Servers,22,11,10,1
D6,2022-08-24 00:00:00,Barback,23,2,2,
D6,2022-08-24 00:00:00,Bartender,23,2,4,
D6,2022-08-24 00:00:00,Expo,23,,2,
D6,2022-08-24 00:00:00,Hosts,23,1,3,
D6,2022-08-24 00:00:00,Runners,23,,3,
D6,2022-08-24 00:00:00,Servers,23,1,10,
D6,2022-08-25 00:00:00,Barback,7,,0,
D6,2022-08-25 00:00:00,Bartender,7,0,2,
D6,2022-08-25 00:00:00,Expo,7,1,1,
D6,2022-08-25 00:00:00,Hosts,7,1,1,
D6,2022-08-25 00:00:00,Runners,7,1,1,
D6,2022-08-25 00:00:00,Servers,7,1,1,
D6,2022-08-25 00:00:00,Barback,8,,0,0
D6,2022-08-25 00:00:00,Bartender,8,1,2,1
D6,2022-08-25 00:00:00,Expo,8,1,1,1
D6,2022-08-25 00:00:00,Hosts,8,1,2,2
D6,2022-08-25 00:00:00,Runners,8,2,1,1
D6,2022-08-25 00:00:00,Servers,8,1,2,1
D6,2022-08-25 00:00:00,Barback,9,,0,0
D6,2022-08-25 00:00:00,Bartender,9,1,2,2
D6,2022-08-25 00:00:00,Expo,9,1,1,1
D6,2022-08-25 00:00:00,Hosts,9,1,2,3
D6,2022-08-25 00:00:00,Runners,9,2,1,2
D6,2022-08-25 00:00:00,Servers,9,1,3,2
D6,2022-08-25 00:00:00,Barback,10,1,0,0
D6,2022-08-25 00:00:00,Bartender,10,1,2,2
D6,2022-08-25 00:00:00,Expo,10,1,1,1
D6,2022-08-25 00:00:00,Hosts,10,4,3,3
D6,2022-08-25 00:00:00,Runners,10,3,2,2
D6,2022-08-25 00:00:00,Servers,10,3,5,4
D6,2022-08-25 00:00:00,Barback,11,1,1,0
D6,2022-08-25 00:00:00,Bartender,11,1,2,2
D6,2022-08-25 00:00:00,Expo,11,1,1,1
D6,2022-08-25 00:00:00,Hosts,11,4,3,3
D6,2022-08-25 00:00:00,Runners,11,2,3,2
D6,2022-08-25 00:00:00,Servers,11,4,7,4
D6,2022-08-25 00:00:00,Barback,12,1,1,1
D6,2022-08-25 00:00:00,Bartender,12,1,2,2
D6,2022-08-25 00:00:00,Expo,12,2,1,1
D6,2022-08-25 00:00:00,Hosts,12,6,5,3
D6,2022-08-25 00:00:00,Runners,12,3,4,2
D6,2022-08-25 00:00:00,Servers,12,5,10,5
D6,2022-08-25 00:00:00,Barback,13,1,1,1
D6,2022-08-25 00:00:00,Bartender,13,1,2,3
D6,2022-08-25 00:00:00,Expo,13,2,1,1
D6,2022-08-25 00:00:00,Hosts,13,6,5,4
D6,2022-08-25 00:00:00,Runners,13,4,4,4
D6,2022-08-25 00:00:00,Servers,13,5,10,6
D6,2022-08-25 00:00:00,Barback,14,1,1,1
D6,2022-08-25 00:00:00,Bartender,14,1,2,3
D6,2022-08-25 00:00:00,Expo,14,2,1,1
D6,2022-08-25 00:00:00,Hosts,14,6,5,4
D6,2022-08-25 00:00:00,Runners,14,4,4,4
D6,2022-08-25 00:00:00,Servers,14,6,10,6
D6,2022-08-25 00:00:00,Barback,15,1,1,1
D6,2022-08-25 00:00:00,Bartender,15,2,2,3
D6,2022-08-25 00:00:00,Expo,15,2,1,1
D6,2022-08-25 00:00:00,Hosts,15,8,5,4
D6,2022-08-25 00:00:00,Runners,15,6,4,4
D6,2022-08-25 00:00:00,Servers,15,8,10,6
D6,2022-08-25 00:00:00,Barback,16,1,1,1
D6,2022-08-25 00:00:00,Bartender,16,2,2,3
D6,2022-08-25 00:00:00,Expo,16,2,1,1
D6,2022-08-25 00:00:00,Hosts,16,3,3,4
D6,2022-08-25 00:00:00,Runners,16,5,4,4
D6,2022-08-25 00:00:00,Servers,16,6,7,6
D6,2022-08-25 00:00:00,Barback,17,1,2,1
D6,2022-08-25 00:00:00,Bartender,17,3,4,3
D6,2022-08-25 00:00:00,Expo,17,2,1,1
D6,2022-08-25 00:00:00,Hosts,17,5,7,5
D6,2022-08-25 00:00:00,Runners,17,3,3,5
D6,2022-08-25 00:00:00,Servers,17,6,10,7
D6,2022-08-25 00:00:00,Barback,18,3,4,2
D6,2022-08-25 00:00:00,Bartender,18,4,5,4
D6,2022-08-25 00:00:00,Expo,18,2,2,2
D6,2022-08-25 00:00:00,Hosts,18,6,9,8
D6,2022-08-25 00:00:00,Runners,18,5,4,6
D6,2022-08-25 00:00:00,Servers,18,8,10,11
D6,2022-08-25 00:00:00,Barback,19,3,4,2
D6,2022-08-25 00:00:00,Bartender,19,4,5,4
D6,2022-08-25 00:00:00,Expo,19,2,2,2
D6,2022-08-25 00:00:00,Hosts,19,6,9,8
D6,2022-08-25 00:00:00,Runners,19,5,4,6
D6,2022-08-25 00:00:00,Servers,19,8,10,11
D6,2022-08-25 00:00:00,Barback,20,3,4,2
D6,2022-08-25 00:00:00,Bartender,20,4,5,4
D6,2022-08-25 00:00:00,Expo,20,2,2,2
D6,2022-08-25 00:00:00,Hosts,20,6,9,8
D6,2022-08-25 00:00:00,Runners,20,5,4,6
D6,2022-08-25 00:00:00,Servers,20,8,10,11
D6,2022-08-25 00:00:00,Barback,21,3,4,2
D6,2022-08-25 00:00:00,Bartender,21,3,5,4
D6,2022-08-25 00:00:00,Expo,21,2,2,2
D6,2022-08-25 00:00:00,Hosts,21,6,9,6
D6,2022-08-25 00:00:00,Runners,21,5,4,6
D6,2022-08-25 00:00:00,Servers,21,7,10,9
D6,2022-08-25 00:00:00,Barback,22,3,4,1
D6,2022-08-25 00:00:00,Bartender,22,4,4,3
D6,2022-08-25 00:00:00,Expo,22,2,2,1
D6,2022-08-25 00:00:00,Hosts,22,1,4,2
D6,2022-08-25 00:00:00,Runners,22,3,3,4
D6,2022-08-25 00:00:00,Servers,22,7,10,6
D6,2022-08-25 00:00:00,Barback,23,3,4,0
D6,2022-08-25 00:00:00,Bartender,23,4,4,1
D6,2022-08-25 00:00:00,Expo,23,1,2,1
D6,2022-08-25 00:00:00,Hosts,23,1,4,1
D6,2022-08-25 00:00:00,Runners,23,1,3,1
D6,2022-08-25 00:00:00,Servers,23,5,10,1
D6,2022-08-26 00:00:00,Barback,7,,0,
D6,2022-08-26 00:00:00,Bartender,7,2,2,
D6,2022-08-26 00:00:00,Expo,7,1,1,
D6,2022-08-26 00:00:00,Hosts,7,,1,
D6,2022-08-26 00:00:00,Runners,7,1,1,
D6,2022-08-26 00:00:00,Servers,7,2,1,
D6,2022-08-26 00:00:00,Barback,8,,0,0
D6,2022-08-26 00:00:00,Bartender,8,2,2,1
D6,2022-08-26 00:00:00,Expo,8,1,1,1
D6,2022-08-26 00:00:00,Hosts,8,1,2,2
D6,2022-08-26 00:00:00,Runners,8,1,1,1
D6,2022-08-26 00:00:00,Servers,8,3,2,1
D6,2022-08-26 00:00:00,Barback,9,1,1,0
D6,2022-08-26 00:00:00,Bartender,9,2,2,2
D6,2022-08-26 00:00:00,Expo,9,1,1,1
D6,2022-08-26 00:00:00,Hosts,9,1,2,3
D6,2022-08-26 00:00:00,Runners,9,1,1,2
D6,2022-08-26 00:00:00,Servers,9,4,3,2
D6,2022-08-26 00:00:00,Barback,10,1,1,0
D6,2022-08-26 00:00:00,Bartender,10,2,2,2
D6,2022-08-26 00:00:00,Expo,10,1,1,1
D6,2022-08-26 00:00:00,Hosts,10,3,3,3
D6,2022-08-26 00:00:00,Runners,10,2,2,2
D6,2022-08-26 00:00:00,Servers,10,5,5,3
D6,2022-08-26 00:00:00,Barback,11,1,1,1
D6,2022-08-26 00:00:00,Bartender,11,2,2,2
D6,2022-08-26 00:00:00,Expo,11,2,1,1
D6,2022-08-26 00:00:00,Hosts,11,2,3,3
D6,2022-08-26 00:00:00,Runners,11,3,5,2
D6,2022-08-26 00:00:00,Servers,11,5,7,3
D6,2022-08-26 00:00:00,Barback,12,1,1,2
D6,2022-08-26 00:00:00,Bartender,12,3,3,2
D6,2022-08-26 00:00:00,Expo,12,2,2,1
D6,2022-08-26 00:00:00,Hosts,12,4,5,3
D6,2022-08-26 00:00:00,Runners,12,5,5,2
D6,2022-08-26 00:00:00,Servers,12,8,10,5
D6,2022-08-26 00:00:00,Barback,13,1,1,2
D6,2022-08-26 00:00:00,Bartender,13,3,3,3
D6,2022-08-26 00:00:00,Expo,13,2,2,1
D6,2022-08-26 00:00:00,Hosts,13,4,5,5
D6,2022-08-26 00:00:00,Runners,13,5,5,5
D6,2022-08-26 00:00:00,Servers,13,8,10,7
D6,2022-08-26 00:00:00,Barback,14,1,1,2
D6,2022-08-26 00:00:00,Bartender,14,3,3,3
D6,2022-08-26 00:00:00,Expo,14,2,2,1
D6,2022-08-26 00:00:00,Hosts,14,4,5,5
D6,2022-08-26 00:00:00,Runners,14,5,5,5
D6,2022-08-26 00:00:00,Servers,14,9,10,7
D6,2022-08-26 00:00:00,Barback,15,1,1,1
D6,2022-08-26 00:00:00,Bartender,15,3,3,2
D6,2022-08-26 00:00:00,Expo,15,2,2,1
D6,2022-08-26 00:00:00,Hosts,15,4,5,3
D6,2022-08-26 00:00:00,Runners,15,5,5,2
D6,2022-08-26 00:00:00,Servers,15,10,10,5
D6,2022-08-26 00:00:00,Barback,16,,1,1
D6,2022-08-26 00:00:00,Bartender,16,5,2,3
D6,2022-08-26 00:00:00,Expo,16,3,1,1
D6,2022-08-26 00:00:00,Hosts,16,6,4,4
D6,2022-08-26 00:00:00,Runners,16,5,5,4
D6,2022-08-26 00:00:00,Servers,16,8,7,6
D6,2022-08-26 00:00:00,Barback,17,1,2,1
D6,2022-08-26 00:00:00,Bartender,17,3,5,3
D6,2022-08-26 00:00:00,Expo,17,2,2,1
D6,2022-08-26 00:00:00,Hosts,17,6,8,4
D6,2022-08-26 00:00:00,Runners,17,5,5,4
D6,2022-08-26 00:00:00,Servers,17,6,10,6
D6,2022-08-26 00:00:00,Barback,18,2,4,2
D6,2022-08-26 00:00:00,Bartender,18,4,6,4
D6,2022-08-26 00:00:00,Expo,18,3,2,2
D6,2022-08-26 00:00:00,Hosts,18,8,9,8
D6,2022-08-26 00:00:00,Runners,18,7,5,6
D6,2022-08-26 00:00:00,Servers,18,9,10,11
D6,2022-08-26 00:00:00,Barback,19,3,4,2
D6,2022-08-26 00:00:00,Bartender,19,4,6,4
D6,2022-08-26 00:00:00,Expo,19,3,2,2
D6,2022-08-26 00:00:00,Hosts,19,8,9,8
D6,2022-08-26 00:00:00,Runners,19,7,5,6
D6,2022-08-26 00:00:00,Servers,19,9,10,11
D6,2022-08-26 00:00:00,Barback,20,3,4,1
D6,2022-08-26 00:00:00,Bartender,20,4,6,4
D6,2022-08-26 00:00:00,Expo,20,3,2,2
D6,2022-08-26 00:00:00,Hosts,20,8,9,7
D6,2022-08-26 00:00:00,Runners,20,7,5,5
D6,2022-08-26 00:00:00,Servers,20,9,10,9
D6,2022-08-26 00:00:00,Barback,21,2,4,1
D6,2022-08-26 00:00:00,Bartender,21,3,6,4
D6,2022-08-26 00:00:00,Expo,21,3,2,2
D6,2022-08-26 00:00:00,Hosts,21,8,9,7
D6,2022-08-26 00:00:00,Runners,21,6,5,5
D6,2022-08-26 00:00:00,Servers,21,8,10,9
D6,2022-08-26 00:00:00,Barback,22,3,4,1
D6,2022-08-26 00:00:00,Bartender,22,4,5,2
D6,2022-08-26 00:00:00,Expo,22,3,2,1
D6,2022-08-26 00:00:00,Hosts,22,3,5,2
D6,2022-08-26 00:00:00,Runners,22,5,3,2
D6,2022-08-26 00:00:00,Servers,22,9,10,5
D6,2022-08-26 00:00:00,Barback,23,3,4,0
D6,2022-08-26 00:00:00,Bartender,23,3,5,1
D6,2022-08-26 00:00:00,Expo,23,1,2,1
D6,2022-08-26 00:00:00,Hosts,23,1,5,1
D6,2022-08-26 00:00:00,Runners,23,3,3,1
D6,2022-08-26 00:00:00,Servers,23,5,10,1
D6,2022-08-27 00:00:00,Barback,7,,0,
D6,2022-08-27 00:00:00,Bartender,7,2,2,
D6,2022-08-27 00:00:00,Expo,7,,0,
D6,2022-08-27 00:00:00,Hosts,7,,0,
D6,2022-08-27 00:00:00,Runners,7,,0,
D6,2022-08-27 00:00:00,Servers,7,0,0,
D6,2022-08-27 00:00:00,Barback,8,1,0,
D6,2022-08-27 00:00:00,Bartender,8,2,2,
D6,2022-08-27 00:00:00,Expo,8,1,1,
D6,2022-08-27 00:00:00,Hosts,8,2,2,
D6,2022-08-27 00:00:00,Runners,8,1,1,
D6,2022-08-27 00:00:00,Servers,8,1,2,
D6,2022-08-27 00:00:00,Barback,9,1,0,0
D6,2022-08-27 00:00:00,Bartender,9,2,2,2
D6,2022-08-27 00:00:00,Expo,9,1,1,1
D6,2022-08-27 00:00:00,Hosts,9,2,5,3
D6,2022-08-27 00:00:00,Runners,9,2,2,2
D6,2022-08-27 00:00:00,Servers,9,4,5,4
D6,2022-08-27 00:00:00,Barback,10,1,1,1
D6,2022-08-27 00:00:00,Bartender,10,3,3,2
D6,2022-08-27 00:00:00,Expo,10,2,2,1
D6,2022-08-27 00:00:00,Hosts,10,5,8,3
D6,2022-08-27 00:00:00,Runners,10,4,4,2
D6,2022-08-27 00:00:00,Servers,10,5,10,5
D6,2022-08-27 00:00:00,Barback,11,1,1,1
D6,2022-08-27 00:00:00,Bartender,11,2,4,2
D6,2022-08-27 00:00:00,Expo,11,2,2,1
D6,2022-08-27 00:00:00,Hosts,11,5,9,3
D6,2022-08-27 00:00:00,Runners,11,4,6,2
D6,2022-08-27 00:00:00,Servers,11,4,10,5
D6,2022-08-27 00:00:00,Barback,12,1,1,1
D6,2022-08-27 00:00:00,Bartender,12,3,4,3
D6,2022-08-27 00:00:00,Expo,12,2,2,1
D6,2022-08-27 00:00:00,Hosts,12,5,9,4
D6,2022-08-27 00:00:00,Runners,12,5,6,4
D6,2022-08-27 00:00:00,Servers,12,6,10,6
D6,2022-08-27 00:00:00,Barback,13,1,1,2
D6,2022-08-27 00:00:00,Bartender,13,3,4,4
D6,2022-08-27 00:00:00,Expo,13,2,2,2
D6,2022-08-27 00:00:00,Hosts,13,5,9,6
D6,2022-08-27 00:00:00,Runners,13,5,6,6
D6,2022-08-27 00:00:00,Servers,13,6,10,9
D6,2022-08-27 00:00:00,Barback,14,1,1,2
D6,2022-08-27 00:00:00,Bartender,14,3,4,4
D6,2022-08-27 00:00:00,Expo,14,2,2,2
D6,2022-08-27 00:00:00,Hosts,14,5,9,6
D6,2022-08-27 00:00:00,Runners,14,5,6,6
D6,2022-08-27 00:00:00,Servers,14,6,10,9
D6,2022-08-27 00:00:00,Barback,15,1,1,2
D6,2022-08-27 00:00:00,Bartender,15,3,4,4
D6,2022-08-27 00:00:00,Expo,15,2,2,2
D6,2022-08-27 00:00:00,Hosts,15,5,9,6
D6,2022-08-27 00:00:00,Runners,15,5,6,6
D6,2022-08-27 00:00:00,Servers,15,9,10,9
D6,2022-08-27 00:00:00,Barback,16,2,1,2
D6,2022-08-27 00:00:00,Bartender,16,3,4,4
D6,2022-08-27 00:00:00,Expo,16,3,2,2
D6,2022-08-27 00:00:00,Hosts,16,5,9,6
D6,2022-08-27 00:00:00,Runners,16,6,6,6
D6,2022-08-27 00:00:00,Servers,16,10,12,9
D6,2022-08-27 00:00:00,Barback,17,1,2,1
D6,2022-08-27 00:00:00,Bartender,17,2,5,4
D6,2022-08-27 00:00:00,Expo,17,3,2,2
D6,2022-08-27 00:00:00,Hosts,17,5,9,7
D6,2022-08-27 00:00:00,Runners,17,7,5,5
D6,2022-08-27 00:00:00,Servers,17,8,10,9
D6,2022-08-27 00:00:00,Barback,18,3,4,0
D6,2022-08-27 00:00:00,Bartender,18,2,6,0
D6,2022-08-27 00:00:00,Expo,18,3,2,0
D6,2022-08-27 00:00:00,Hosts,18,6,9,0
D6,2022-08-27 00:00:00,Runners,18,6,5,0
D6,2022-08-27 00:00:00,Servers,18,10,10,0
D6,2022-08-27 00:00:00,Barback,19,3,4,0
D6,2022-08-27 00:00:00,Bartender,19,2,6,0
D6,2022-08-27 00:00:00,Expo,19,3,2,0
D6,2022-08-27 00:00:00,Hosts,19,6,9,0
D6,2022-08-27 00:00:00,Runners,19,6,5,0
D6,2022-08-27 00:00:00,Servers,19,10,10,0
D6,2022-08-27 00:00:00,Barback,20,3,4,1
D6,2022-08-27 00:00:00,Bartender,20,2,6,4
D6,2022-08-27 00:00:00,Expo,20,3,2,2
D6,2022-08-27 00:00:00,Hosts,20,6,9,7
D6,2022-08-27 00:00:00,Runners,20,6,5,5
D6,2022-08-27 00:00:00,Servers,20,10,10,9
D6,2022-08-27 00:00:00,Barback,21,1,4,2
D6,2022-08-27 00:00:00,Bartender,21,1,6,4
D6,2022-08-27 00:00:00,Expo,21,2,2,2
D6,2022-08-27 00:00:00,Hosts,21,6,9,8
D6,2022-08-27 00:00:00,Runners,21,5,5,6
D6,2022-08-27 00:00:00,Servers,21,8,10,11
