Site Code,Date (DDMMYYYY),Department,Hour,Actual Hours '22,Budget Rota Hours,Labour Model Hours,Month,Day
D1,2022-08-25 00:00:00,Bartender,15,3.0,3.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,16,4.0,6.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,17,5.0,7.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,18,5.0,7.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,19,5.0,7.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,20,5.0,7.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,21,4.0,7.0,5.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,22,4.0,7.0,3.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,23,4.0,7.0,2.0,8,Thursday
D1,2022-08-25 00:00:00,Bartender,24,3.25,3.25,3.25,8,Thursday
D1,2022-08-26 00:00:00,Bartender,6,1.0,1.0,1.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,7,2.4,2.4,2.4,8,Friday
D1,2022-08-26 00:00:00,Bartender,8,2.0,2.0,2.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,9,2.0,3.0,2.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,10,3.0,3.0,2.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,11,3.0,3.0,3.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,12,3.0,3.0,3.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,13,3.0,3.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,14,3.0,3.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,15,3.0,3.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,16,6.0,6.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,17,5.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,18,5.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,19,5.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,20,5.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,21,3.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,22,5.0,7.0,5.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,23,5.0,7.0,3.0,8,Friday
D1,2022-08-26 00:00:00,Bartender,24,4.6,4.6,4.6,8,Friday
D1,2022-08-26 00:00:00,Bartender,25,2.5,2.5,2.5,8,Friday
D1,2022-08-27 00:00:00,Bartender,8,3.2,3.2,3.2,8,Saturday
D1,2022-08-27 00:00:00,Bartender,9,4.0,5.0,2.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,10,4.0,5.0,3.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,11,3.0,5.0,4.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,12,4.0,5.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,13,4.0,5.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,14,4.0,5.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,15,4.0,5.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,16,6.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,17,5.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,18,5.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,19,5.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,20,5.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,21,3.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,22,5.0,7.0,5.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,23,5.0,7.0,3.0,8,Saturday
D1,2022-08-27 00:00:00,Bartender,24,4.8,4.8,4.8,8,Saturday
D1,2022-08-27 00:00:00,Bartender,25,1.0,1.0,1.0,8,Saturday
D1,2022-08-28 00:00:00,Bartender,7,1.0,1.0,1.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,8,3.0,3.0,3.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,9,4.0,5.0,2.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,10,4.0,5.0,3.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,11,3.0,5.0,3.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,12,4.0,5.0,3.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,13,4.0,5.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,14,4.0,5.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,15,4.0,5.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,16,8.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,17,5.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,18,5.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,19,5.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,20,5.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,21,3.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,22,5.0,6.0,5.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,23,5.0,6.0,2.0,8,Sunday
D1,2022-08-28 00:00:00,Bartender,24,2.25,2.25,2.25,8,Sunday
D1,2022-08-29 00:00:00,Bartender,5,2.0,2.0,2.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,6,3.0,3.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,7,4.5,4.5,4.5,8,Monday
D1,2022-08-29 00:00:00,Bartender,8,5.0,3.0,2.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,9,5.0,4.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,10,5.0,4.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,11,4.0,4.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,12,5.0,4.0,4.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,13,5.0,4.0,6.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,14,4.0,4.0,6.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,15,4.0,4.0,6.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,16,5.0,5.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,17,4.0,6.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,18,4.0,6.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,19,4.0,6.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,20,4.0,6.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,21,3.0,6.0,5.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,22,4.0,6.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,23,4.0,6.0,2.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,24,3.0,3.0,3.0,8,Monday
D1,2022-08-29 00:00:00,Bartender,25,2.0,2.0,2.0,8,Monday
D1,2022-08-30 00:00:00,Bartender,7,1.75,1.75,1.75,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,8,2.0,2.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,9,4.0,3.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,10,5.0,3.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,11,4.0,3.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,12,5.0,3.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,13,5.0,3.0,4.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,14,5.0,3.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,15,5.0,3.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,16,6.0,5.0,4.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,17,5.0,6.0,4.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,18,4.0,6.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,19,4.0,6.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,20,4.0,6.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,21,2.0,6.0,5.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,22,3.0,6.0,3.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,23,3.0,6.0,2.0,8,Tuesday
D1,2022-08-30 00:00:00,Bartender,24,2.25,2.25,2.25,8,Tuesday
D1,2022-08-31 00:00:00,Bartender,7,2.0,2.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,8,3.0,2.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,9,3.0,3.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,10,4.0,3.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,11,3.0,3.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,12,3.0,3.0,3.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,13,3.0,3.0,4.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,14,3.0,3.0,3.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,15,3.0,3.0,3.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,16,6.0,5.0,4.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,17,5.0,6.0,4.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,18,5.0,6.0,5.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,19,5.0,6.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,20,5.0,6.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,21,3.0,6.0,5.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,22,5.0,6.0,3.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,23,5.0,6.0,2.0,8,Wednesday
D1,2022-08-31 00:00:00,Bartender,24,4.0,4.0,4.0,8,Wednesday
D1,2022-09-01 00:00:00,Bartender,7,1.75,1.75,1.75,9,Thursday
D1,2022-09-01 00:00:00,Bartender,8,3.0,2.0,2.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,9,3.0,3.0,2.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,10,3.0,3.0,3.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,11,2.0,3.0,2.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,12,3.0,3.0,2.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,13,3.0,3.0,4.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,14,3.0,3.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,15,3.0,3.0,4.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,16,5.0,6.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,17,6.0,7.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,18,6.0,7.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,19,6.0,7.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,20,6.0,7.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,21,3.0,7.0,5.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,22,5.0,7.0,3.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,23,5.0,7.0,2.0,9,Thursday
D1,2022-09-01 00:00:00,Bartender,24,3.25,3.25,3.25,9,Thursday
D1,2022-09-02 00:00:00,Bartender,6,1.0,1.0,1.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,7,2.4,2.4,2.4,9,Friday
D1,2022-09-02 00:00:00,Bartender,8,2.0,2.0,2.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,9,3.0,3.0,3.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,10,3.0,3.0,2.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,11,2.0,3.0,3.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,12,3.0,3.0,3.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,13,3.0,3.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,14,3.0,3.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,15,3.0,3.0,4.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,16,5.0,6.0,4.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,17,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,18,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,19,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,20,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,21,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,22,5.0,7.0,5.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,23,5.0,7.0,3.0,9,Friday
D1,2022-09-02 00:00:00,Bartender,24,4.6,4.6,4.6,9,Friday
D1,2022-09-02 00:00:00,Bartender,25,2.5,2.5,2.5,9,Friday
D1,2022-09-03 00:00:00,Bartender,8,3.2,3.2,3.2,9,Saturday
D1,2022-09-03 00:00:00,Bartender,9,3.0,5.0,2.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,10,3.0,5.0,3.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,11,3.0,5.0,2.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,12,3.0,5.0,3.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,13,3.0,5.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,14,3.0,5.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,15,2.0,5.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,16,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,17,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,18,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,19,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,20,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,21,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,22,5.0,7.0,5.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,23,5.0,7.0,2.0,9,Saturday
D1,2022-09-03 00:00:00,Bartender,24,4.8,4.8,4.8,9,Saturday
D1,2022-09-03 00:00:00,Bartender,25,1.0,1.0,1.0,9,Saturday
D1,2022-09-04 00:00:00,Bartender,7,1.0,1.0,1.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,8,3.0,3.0,3.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,9,3.0,5.0,2.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,10,3.0,5.0,2.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,11,3.0,5.0,3.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,12,3.0,5.0,4.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,13,3.0,5.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,14,3.0,5.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,15,2.0,5.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,16,5.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,17,5.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,18,5.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,19,5.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,20,5.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,21,4.0,6.0,5.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,22,4.0,6.0,3.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,23,4.0,6.0,2.0,9,Sunday
D1,2022-09-04 00:00:00,Bartender,24,2.25,2.25,2.25,9,Sunday
D1,2022-09-05 00:00:00,Bartender,5,2.0,2.0,2.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,6,3.0,3.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,7,4.5,4.5,4.5,9,Monday
D1,2022-09-05 00:00:00,Bartender,8,3.0,3.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,9,3.0,4.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,10,4.0,4.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,11,3.0,4.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,12,4.0,4.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,13,4.0,4.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,14,4.0,4.0,4.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,15,4.0,4.0,4.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,16,4.0,5.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,17,4.0,6.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,18,4.0,6.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,19,4.0,6.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,20,4.0,6.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,21,3.0,6.0,5.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,22,4.0,6.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,23,4.0,6.0,2.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,24,3.0,3.0,3.0,9,Monday
D1,2022-09-05 00:00:00,Bartender,25,2.0,2.0,2.0,9,Monday
D1,2022-09-06 00:00:00,Bartender,7,1.75,1.75,1.75,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,8,2.0,2.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,9,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,10,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,11,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,12,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,13,3.0,3.0,4.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,14,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,15,3.0,3.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,16,4.0,5.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,17,4.0,6.0,4.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,18,4.0,6.0,5.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,19,4.0,6.0,5.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,20,3.0,6.0,5.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,21,2.0,6.0,5.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,22,3.0,6.0,3.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,23,3.0,6.0,2.0,9,Tuesday
D1,2022-09-06 00:00:00,Bartender,24,2.25,2.25,2.25,9,Tuesday
D1,2022-09-07 00:00:00,Bartender,7,2.0,2.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,8,2.0,2.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,9,3.0,3.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,10,3.0,3.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,11,3.0,3.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,12,3.0,3.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,13,3.0,3.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,14,3.0,3.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,15,3.0,3.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,16,4.0,5.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,17,4.0,6.0,4.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,18,4.0,6.0,5.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,19,4.0,6.0,5.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,20,4.0,6.0,5.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,21,3.0,6.0,5.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,22,4.0,6.0,3.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,23,4.0,6.0,2.0,9,Wednesday
D1,2022-09-07 00:00:00,Bartender,24,4.0,4.0,4.0,9,Wednesday
D1,2022-09-08 00:00:00,Bartender,7,1.75,1.75,1.75,9,Thursday
D1,2022-09-08 00:00:00,Bartender,8,2.0,2.0,2.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,9,3.0,3.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,10,3.0,3.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,11,3.0,3.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,12,3.0,3.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,13,3.0,3.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,14,3.0,3.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,15,2.0,3.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,16,6.0,6.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,17,5.0,7.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,18,5.0,7.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,19,5.0,7.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,20,5.0,7.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,21,4.0,7.0,5.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,22,5.0,7.0,3.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,23,5.0,7.0,2.0,9,Thursday
D1,2022-09-08 00:00:00,Bartender,24,3.25,3.25,3.25,9,Thursday
D1,2022-09-09 00:00:00,Bartender,6,1.0,1.0,1.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,7,2.4,2.4,2.4,9,Friday
D1,2022-09-09 00:00:00,Bartender,8,2.0,2.0,1.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,9,3.0,3.0,2.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,10,3.0,3.0,2.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,11,2.0,3.0,3.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,12,3.0,3.0,3.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,13,3.0,3.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,14,3.0,3.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,15,3.0,3.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,16,4.0,6.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,17,5.0,7.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,18,5.0,7.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,19,5.0,7.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,20,5.0,7.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,21,4.0,7.0,5.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,22,5.0,7.0,4.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,23,4.0,7.0,3.0,9,Friday
D1,2022-09-09 00:00:00,Bartender,24,4.6,4.6,4.6,9,Friday
D1,2022-09-09 00:00:00,Bartender,25,2.5,2.5,2.5,9,Friday
D1,2022-09-10 00:00:00,Bartender,8,3.2,3.2,3.2,9,Saturday
D1,2022-09-10 00:00:00,Bartender,9,4.0,5.0,2.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,10,4.0,5.0,3.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,11,4.0,5.0,3.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,12,4.0,5.0,4.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,13,4.0,5.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,14,4.0,5.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,15,4.0,5.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,16,3.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,17,4.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,18,4.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,19,4.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,20,4.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,21,3.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,22,4.0,7.0,5.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,23,4.0,7.0,2.0,9,Saturday
D1,2022-09-10 00:00:00,Bartender,24,4.8,4.8,4.8,9,Saturday
D1,2022-09-10 00:00:00,Bartender,25,1.0,1.0,1.0,9,Saturday
D1,2022-09-11 00:00:00,Bartender,7,1.0,1.0,1.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,8,3.0,3.0,3.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,9,4.0,5.0,2.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,10,4.0,5.0,3.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,11,4.0,5.0,3.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,12,4.0,5.0,4.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,13,4.0,5.0,4.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,14,4.0,5.0,4.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,15,4.0,5.0,4.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,16,4.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,17,4.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,18,4.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,19,4.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,20,4.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,21,3.0,6.0,5.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,22,4.0,6.0,3.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,23,4.0,6.0,2.0,9,Sunday
D1,2022-09-11 00:00:00,Bartender,24,2.25,2.25,2.25,9,Sunday
D1,2022-09-12 00:00:00,Bartender,5,2.0,2.0,2.0,9,Monday
D1,2022-09-12 00:00:00,Bartender,6,3.0,3.0,3.0,9,Monday
D1,2022-09-12 00:00:00,Bartender,7,4.5,4.5,4.5,9,Monday
D1,2022-09-12 00:00:00,Bartender,8,3.0,3.0,3.0,9,Monday
